0 0
1 0
1 1
0 1
-0.25 0.3333
0 0.3333
0 0.4167
-0.25 0.4167
-0.25 0.5833
0 0.5833
0 0.6667
-0.25 0.6667
0.025 0
0.05 0
0.075 0
0.1 0
0.125 0
0.15 0
0.175 0
0.2 0
0.225 0
0.25 0
0.275 0
0.3 0
0.325 0
0.35 0
0.375 0
0.4 0
0.425 0
0.45 0
0.475 0
0.5 0
0.525 0
0.55 0
0.575 0
0.6 0
0.625 0
0.65 0
0.675 0
0.7 0
0.725 0
0.75 0
0.775 0
0.8 0
0.825 0
0.85 0
0.875 0
0.9 0
0.925 0
0.95 0
0.975 0
1 0.025
1 0.05
1 0.075
1 0.1
1 0.125
1 0.15
1 0.175
1 0.2
1 0.225
1 0.25
1 0.275
1 0.3
1 0.325
1 0.35
1 0.375
1 0.4
1 0.425
1 0.45
1 0.475
1 0.5
1 0.525
1 0.55
1 0.575
1 0.6
1 0.625
1 0.65
1 0.675
1 0.7
1 0.725
1 0.75
1 0.775
1 0.8
1 0.825
1 0.85
1 0.875
1 0.9
1 0.925
1 0.95
1 0.975
0.975 1
0.95 1
0.925 1
0.9 1
0.875 1
0.85 1
0.825 1
0.8 1
0.775 1
0.75 1
0.725 1
0.7 1
0.675 1
0.65 1
0.625 1
0.6 1
0.575 1
0.55 1
0.525 1
0.5 1
0.475 1
0.45 1
0.425 1
0.4 1
0.375 1
0.35 1
0.325 1
0.3 1
0.275 1
0.25 1
0.225 1
0.2 1
0.175 1
0.15 1
0.125 1
0.1 1
0.075 1
0.05 1
0.025 1
-0.225 0.3333
-0.2 0.3333
-0.175 0.3333
-0.15 0.3333
-0.125 0.3333
-0.1 0.3333
-0.075 0.3333
-0.05 0.3333
-0.025 0.3333
-0.025 0.4167
-0.05 0.4167
-0.075 0.4167
-0.1 0.4167
-0.125 0.4167
-0.15 0.4167
-0.175 0.4167
-0.2 0.4167
-0.225 0.4167
-0.225 0.5833
-0.2 0.5833
-0.175 0.5833
-0.15 0.5833
-0.125 0.5833
-0.1 0.5833
-0.075 0.5833
-0.05 0.5833
-0.025 0.5833
-0.025 0.6667
-0.05 0.6667
-0.075 0.6667
-0.1 0.6667
-0.125 0.6667
-0.15 0.6667
-0.175 0.6667
-0.2 0.6667
-0.225 0.6667
0 0.0238071429
0 0.0476142857
0 0.0714214286
0 0.0952285714
0 0.119035714
0 0.142842857
0 0.16665
0 0.190457143
0 0.214264286
0 0.238071429
0 0.261878571
0 0.285685714
0 0.309492857
0 0.4405
0 0.4643
0 0.4881
0 0.5119
0 0.5357
0 0.5595
0 0.690507143
0 0.714314286
0 0.738121429
0 0.761928571
0 0.785735714
0 0.809542857
0 0.83335
0 0.857157143
0 0.880964286
0 0.904771429
0 0.928578571
0 0.952385714
0 0.976192857
-0.25 0.35415
-0.25 0.375
-0.25 0.39585
-0.25 0.60415
-0.25 0.625
-0.25 0.64585
0.496479892 0.502534588
0.864236021 0.865415532
0.865424944 0.135096595
0.140570721 0.865958048
0.135860374 0.140075476
-0.19276948 0.376235166
-0.136153456 0.380477449
-0.0886994644 0.380552818
-0.0288350456 0.37737646
-0.191513378 0.626236957
-0.139602804 0.630363619
-0.0903899934 0.630619862
-0.0409932734 0.624977878
0.962069481 0.96092761
0.96092804 0.0379315388
0.0353495983 0.965554105
0.0412731937 0.0357639386
-0.234872477 0.346646574
-0.235417187 0.402830809
-0.234778909 0.596702849
-0.235206272 0.652985254
0.263314176 0.629817343
0.734761555 0.371014771
0.627576579 0.736574717
0.36905058 0.264120141
0.895864018 0.763503045
0.763972316 0.104895628
0.233456864 0.893146323
0.0999476491 0.225491539
0.0720018999 0.823980973
0.0732226244 0.102780752
0.0709746141 0.898235535
0.836615456 0.927380213
0.927238507 0.163418193
0.925082052 0.883271293
0.883287061 0.0749015729
0.166365927 0.0739486364
0.00494768807 0.37401242
-0.214996694 0.630535792
-0.216025022 0.379881456
-0.162872313 0.396463949
-0.162093417 0.355811478
-0.0128186314 0.644198036
-0.0651949177 0.645727058
-0.01281601 0.603907042
-0.112494147 0.395450641
-0.0623531739 0.355897993
-0.0615980092 0.396762673
-0.114306728 0.646279754
-0.113559365 0.60647081
-0.0660978333 0.606238675
-0.112476294 0.356267555
