138 6 415
415 6 512
250 137 392
129 4 326
179 7 1250
166 1 266
1 13 266
266 13 319
13 14 319
14 15 260
248 10 678
167 166 262
168 167 384
260 15 389
169 168 664
15 16 389
185 11 1717
397 59 966
61 62 625
389 16 719
16 17 719
709 389 719
17 18 681
180 179 1187
51 2 324
627 23 1688
23 24 1688
656 44 710
45 46 645
19 20 399
399 20 968
20 21 968
968 21 1265
22 23 627
24 25 1278
1278 25 1694
1148 31 1603
1183 35 1564
381 42 704
48 49 386
643 47 689
386 49 527
264 51 324
264 52 315
53 54 258
258 54 521
54 55 521
1176 627 1688
1151 26 2031
27 28 867
867 28 1159
1159 29 1602
1564 36 2300
41 42 381
42 43 704
496 381 704
519 218 723
507 56 679
679 57 973
58 59 397
59 60 966
60 61 890
625 62 1691
90 3 325
1679 625 1691
62 63 1690
63 64 1279
1279 64 1695
1152 65 2032
655 83 711
84 85 646
66 67 868
868 67 1160
1160 68 1605
1149 70 1604
1184 74 1563
1563 75 2299
80 81 380
380 81 705
81 82 705
495 380 705
87 88 385
644 86 688
385 88 526
265 90 325
265 91 317
92 93 259
259 93 520
93 94 520
68 69 1605
70 71 1604
71 72 1180
1180 72 2208
72 73 1663
76 77 929
83 84 711
518 217 724
506 95 680
680 96 974
97 98 398
398 98 967
98 99 967
967 99 1251
624 398 967
891 100 1277
101 102 1189
1189 102 1239
102 103 1239
1239 103 1682
1156 104 1565
1190 106 1554
1554 107 2262
107 108 1639
108 109 1182
414 248 678
1182 109 2397
2550 341 2759
109 110 2397
927 114 1240
1198 116 1203
119 120 382
382 120 712
120 121 712
712 121 1287
122 123 634
29 30 1602
30 31 1148
31 32 1603
32 33 1181
1181 33 1665
170 169 950
171 170 869
156 10 248
186 185 884
181 180 1865
172 171 628
147 8 222
255 135 308
136 137 250
245 133 306
134 135 255
135 136 308
137 138 392
297 131 390
132 133 245
133 134 306
395 7 532
198 5 221
221 130 404
130 131 404
295 139 391
5 130 221
131 132 390
182 181 1588
678 10 1493
187 186 1721
1493 10 2079
1264 187 1721
189 188 957
165 12 224
253 153 310
154 155 254
257 151 305
152 153 253
153 154 310
254 155 418
298 149 393
150 151 257
151 152 305
155 156 311
201 9 223
223 148 403
148 149 403
246 157 303
9 148 223
149 150 393
188 187 894
173 172 954
174 173 900
499 174 900
175 174 708
176 175 383
183 182 1847
396 189 957
190 189 396
191 190 701
192 191 502
193 192 658
194 193 525
121 122 1287
126 127 299
261 128 321
195 194 509
251 141 301
249 143 530
244 145 302
145 146 302
247 159 309
252 161 304
256 163 400
400 163 531
196 195 394
197 196 320
2209 791 2697
111 112 1495
113 114 927
2498 204 2501
128 129 321
37 38 928
177 176 887
1528 225 1579
302 146 402
199 198 312
143 144 307
144 145 244
141 142 301
142 143 249
139 140 391
140 141 251
300 164 401
202 201 313
161 162 304
162 163 256
159 160 309
160 161 252
157 158 303
158 159 247
88 89 526
1539 450 2246
49 50 527
1644 348 2461
263 197 320
640 207 876
512 6 935
395 241 1614
200 199 323
222 200 323
8 200 222
302 209 407
164 165 401
203 202 322
12 203 224
400 213 411
123 124 522
687 232 975
520 94 717
44 45 710
862 207 2289
1849 204 2708
1961 226 2072
521 55 718
2307 540 2345
685 205 901
686 206 902
1558 226 1961
525 193 658
629 469 876
1645 347 2462
615 208 1178
2266 274 2696
1997 1027 2224
869 170 950
1137 356 1566
127 128 261
321 219 529
89 90 318
1906 227 2568
50 51 316
2338 537 2852
901 205 1210
650 236 937
902 206 1211
649 237 936
1826 228 2812
18 19 503
1890 227 1906
1557 228 2676
224 203 322
165 224 401
314 222 323
146 147 314
297 209 528
332 244 407
307 210 530
306 210 332
11 157 246
309 215 408
304 214 410
311 216 418
303 216 333
333 248 414
307 244 332
329 249 409
308 211 329
296 212 392
301 211 331
392 212 406
327 256 411
310 215 328
330 247 408
309 160 416
184 183 1719
303 158 419
308 250 331
301 142 420
298 213 413
305 214 327
328 252 410
304 162 417
264 218 316
493 290 936
265 217 318
494 291 937
515 234 903
667 240 1677
263 219 321
394 195 509
384 220 698
262 166 266
263 129 326
320 196 394
52 53 315
315 258 723
91 92 317
317 259 724
319 14 412
260 220 412
1835 995 2860
46 47 643
647 118 648
522 124 682
1430 448 2228
85 86 644
1535 270 2256
1282 678 1684
928 38 1226
74 75 1563
929 77 1225
104 105 1565
35 36 1564
295 212 405
631 231 925
1601 342 1912
889 231 1243
504 235 694
919 229 2115
958 238 960
920 230 2116
959 239 961
865 356 1137
628 171 869
1438 269 1882
1619 613 2115
1437 267 1881
1618 614 2116
118 119 648
2112 449 2631
1643 439 2135
878 238 933
2236 438 2673
877 239 934
399 292 722
657 234 1269
1851 345 2692
975 232 2298
684 233 1207
1207 233 1281
505 233 684
714 378 716
388 217 518
666 282 695
387 218 519
665 283 696
1205 280 1659
696 283 941
1206 279 1658
695 282 940
178 177 1231
514 284 699
262 220 384
220 260 511
299 261 510
675 235 683
331 250 406
296 241 405
296 138 415
395 295 405
198 221 312
314 243 402
201 223 313
300 242 413
127 261 299
510 261 529
322 242 401
300 213 400
329 211 420
391 251 406
147 222 314
390 245 407
311 248 333
330 216 419
305 253 410
327 214 417
152 253 305
393 257 411
244 302 407
134 255 306
144 244 307
306 255 409
136 250 308
210 306 409
310 254 408
328 215 416
252 304 410
154 254 310
156 248 311
247 309 408
297 243 312
312 221 404
298 242 313
313 223 403
312 243 323
402 243 528
53 258 315
218 264 315
51 264 316
316 218 387
92 259 317
217 265 317
90 265 318
318 217 388
220 262 319
262 266 319
219 263 320
394 294 516
261 321 529
129 263 321
313 242 322
202 313 322
199 312 323
243 314 323
2 52 324
52 264 324
3 91 325
91 265 325
4 197 326
197 263 326
162 256 417
257 305 327
160 252 416
253 310 328
142 249 420
255 308 329
158 247 419
330 254 418
251 301 331
211 308 331
245 306 332
210 307 332
246 303 333
216 311 333
1858 270 2453
383 285 1224
1881 267 2769
1882 269 2777
1805 335 2475
2551 1339 2852
1941 268 2782
2028 538 2602
1549 225 1924
2490 338 2587
1226 39 1702
1161 273 1477
1225 78 1701
1511 271 2414
1469 272 2616
1905 268 2649
1757 334 2525
504 369 683
2013 335 2558
676 367 902
1897 337 2503
677 368 901
1767 336 2822
663 208 906
2569 341 2712
1912 342 2780
1465 339 2495
924 277 1711
1462 340 2492
923 276 1712
1250 7 1587
1616 975 2298
1470 271 1888
637 350 872
1415 272 2507
636 351 873
1477 273 2802
638 352 874
1913 798 2537
1546 274 2266
886 275 910
1421 437 1930
513 235 670
124 125 682
621 278 899
1498 424 2422
977 275 1249
916 471 925
218 315 723
672 239 877
217 317 724
671 238 878
662 363 1262
888 356 1254
1543 230 2078
911 277 924
1542 229 2076
912 276 923
899 278 1286
662 234 978
664 293 903
888 278 907
896 282 1270
487 236 918
895 283 1271
623 397 966
914 277 1261
523 374 696
913 276 1260
524 373 695
501 275 660
658 286 694
125 126 659
905 357 916
515 293 962
511 260 706
508 240 702
622 399 968
95 96 680
506 365 666
56 57 679
507 366 665
676 239 959
521 374 523
677 238 958
520 373 524
505 286 714
513 294 703
504 286 707
502 191 701
126 299 659
670 235 965
919 480 1213
82 83 655
920 481 1214
43 44 656
972 357 1245
1212 281 1648
383 175 708
1224 285 1675
167 262 384
491 284 709
89 318 526
385 288 946
50 316 527
386 289 945
47 48 689
387 289 534
86 87 688
388 288 533
497 284 697
515 371 713
132 245 390
209 297 390
140 251 391
212 295 391
251 331 406
138 296 392
150 257 393
213 298 393
516 294 964
219 320 516
7 139 532
2122 349 2749
633 396 957
396 287 517
490 237 917
57 58 973
100 101 1277
96 97 974
508 292 651
503 399 722
257 327 411
163 164 531
242 300 401
224 322 401
209 302 402
146 314 402
149 298 403
298 313 403
131 297 404
297 312 404
212 296 405
241 395 405
212 391 406
250 392 406
245 332 407
209 390 407
215 310 408
254 330 408
409 249 530
255 329 409
214 305 410
253 328 410
213 393 411
256 400 411
14 260 412
220 319 412
242 298 413
213 300 413
246 333 414
1413 338 1898
241 296 512
1893 429 2651
215 309 416
252 328 416
214 304 417
256 327 417
155 311 418
216 330 418
216 303 419
247 330 419
211 301 420
249 329 420
1899 334 2628
862 354 1229
2314 336 2840
2634 343 2732
1995 337 2892
2297 344 2479
2361 423 2867
1482 345 1950
2822 336 2878
1838 1300 2422
1444 335 2013
2166 226 2271
1475 337 1995
1762 341 2624
1653 437 2272
1458 334 1757
1587 395 1614
1596 563 2017
40 41 879
2932 559 2940
79 80 880
1494 560 2352
1168 346 1642
1866 432 2645
1240 114 1718
1655 433 2460
651 292 883
2080 754 2253
2092 435 2194
1895 339 2447
2091 436 2198
1891 340 2446
517 287 715
925 231 1284
1406 1009 1873
665 366 970
1754 739 2400
666 365 969
1973 1381 2587
1722 353 2052
1208 449 1647
1830 268 1941
1519 348 1600
1910 573 2637
1518 347 1599
1463 438 2597
1471 425 2047
1545 273 1971
1578 426 2268
1483 1011 2414
1490 778 2529
1397 274 2156
1163 444 1423
865 232 1257
2664 427 2866
1586 344 2105
1531 769 2202
1263 857 1653
1547 432 2801
382 281 893
381 280 1205
1886 430 2571
1233 347 1645
1635 451 2005
380 279 1206
1889 431 2159
1236 348 1644
1636 453 2004
864 178 1231
2285 1106 2749
872 350 2947
2476 762 2740
291 398 624
1432 439 2041
874 352 1606
1597 434 1801
287 396 633
1275 353 1722
873 351 2021
105 106 1190
1253 641 1722
1244 185 1717
290 397 623
1442 872 2489
2142 587 2181
626 460 863
292 399 622
1606 352 2165
866 461 1199
630 461 866
486 363 978
628 364 948
933 467 1260
488 368 958
934 468 1261
489 367 959
631 354 1796
938 355 1238
904 355 1274
886 618 1238
660 275 977
639 470 1229
1209 236 1223
650 457 1223
1215 237 1222
649 456 1222
651 458 1697
1204 651 1697
619 361 877
48 386 689
620 362 878
87 385 688
700 492 947
501 370 910
648 382 893
889 611 1648
691 360 921
921 360 949
1514 588 2199
1272 613 1619
1515 589 2200
1273 614 1618
356 615 1178
1521 455 1632
646 362 898
878 362 1247
645 361 897
877 361 1246
384 293 664
899 364 963
663 363 944
657 364 1259
913 467 1210
918 236 1209
669 487 918
653 288 953
914 468 1211
652 289 952
917 237 1215
668 490 917
503 372 681
514 371 706
516 379 529
640 469 683
237 490 674
397 290 720
236 487 673
398 291 721
495 359 908
942 359 1256
496 358 909
943 358 1255
491 372 697
1607 474 1677
632 173 954
948 479 1276
691 498 1283
632 360 1285
522 370 634
500 357 905
910 370 939
916 357 972
502 286 658
233 505 716
697 372 702
19 399 503
654 459 1281
510 379 700
502 378 714
684 369 707
494 365 680
653 376 940
493 366 679
652 375 941
667 497 702
372 503 508
509 194 525
294 394 509
682 477 939
670 492 700
511 371 962
661 486 699
296 415 512
1571 349 2122
513 377 694
525 377 703
514 389 709
260 389 706
699 486 713
293 384 698
670 379 964
320 394 516
190 396 517
517 378 701
896 488 940
518 376 953
895 489 941
519 375 952
94 95 717
506 373 717
55 56 718
507 374 718
659 477 682
357 500 875
523 375 723
258 521 523
524 376 724
259 520 524
286 504 694
294 509 703
288 385 533
318 388 526
289 386 534
316 387 527
243 297 528
209 402 528
379 510 529
219 516 529
143 307 530
210 409 530
164 300 531
300 400 531
139 295 532
295 395 532
526 388 533
385 526 533
527 387 534
386 527 534
2423 535 2573
1838 424 2370
1953 421 2040
1913 441 2681
1497 343 2634
1957 430 2723
1954 431 2718
1991 442 2157
1509 448 1962
2066 775 2661
1749 422 2323
2308 423 2825
2342 535 2869
2348 422 2871
1756 542 2669
2564 428 2619
1755 543 2820
2502 979 2907
1416 445 1981
1411 548 1916
1571 818 1904
1455 428 2564
1147 434 1536
1417 444 1985
2042 433 2226
1175 597 1633
2346 540 2818
2046 426 2545
2067 570 2589
1445 549 2483
1852 546 2368
1459 545 2484
1446 551 2472
2047 425 2543
1787 427 2713
2150 536 2567
2850 725 2957
1752 553 2354
935 6 1237
1451 440 2058
1551 1085 2720
2096 1115 2194
2159 431 2455
2098 1116 2198
1450 446 1996
1759 1317 2391
1936 733 1993
2192 441 2212
1583 443 2261
2328 752 2874
1576 442 2090
2602 538 2808
1850 727 2496
1807 561 2380
1135 446 1457
1824 428 2623
1136 447 1988
1832 787 2670
2022 751 2535
1598 554 2197
1518 814 1872
2543 425 2659
1519 812 1870
2411 548 2880
871 453 1636
1425 556 2104
870 451 1635
1424 555 2103
2001 432 2565
2110 760 2505
1164 445 1427
1386 340 1891
1760 550 2437
1385 339 1895
2651 429 2657
1719 183 1847
908 359 942
1145 439 1432
909 358 943
1992 443 2162
1524 569 2184
2145 346 2203
2401 736 2949
112 113 1172
1665 33 2225
1548 577 2778
69 70 1149
1609 578 2056
1859 799 2784
1188 11 1674
663 474 932
932 474 1607
686 473 931
931 473 1219
685 472 930
930 472 1218
2896 766 2944
1449 447 1945
1412 579 2059
1281 459 2214
1428 440 1966
1915 761 2730
1945 447 2527
1232 455 1687
1525 351 1699
1552 587 1634
1590 442 2014
2004 453 2771
1589 443 1990
2005 451 2781
1612 590 2191
971 654 1281
1594 547 1909
1484 346 2237
1440 539 2945
1937 1007 2754
1794 433 2744
2507 272 2752
1243 231 2701
640 369 1228
2295 555 2434
1130 764 2281
1129 763 2279
2136 436 2148
1230 450 1620
117 118 647
2153 598 2250
2139 435 2147
2154 599 2265
1506 596 2190
879 381 1205
1201 452 1623
880 380 1206
1202 454 1624
1706 450 2247
1539 591 2171
887 383 1224
1283 498 1616
39 40 1196
1216 452 1705
78 79 1197
1217 454 1703
1942 735 2451
1632 455 1708
1210 205 2222
1585 807 1922
1211 206 2221
1570 574 1584
870 609 1234
1220 452 1660
1235 610 1236
1221 454 1661
1625 594 1720
647 478 1689
281 382 690
1647 840 1648
923 480 1256
279 380 693
924 481 1255
280 381 692
621 466 907
615 356 888
920 614 943
656 484 956
919 613 942
655 483 955
235 504 683
938 618 939
1527 608 2221
897 361 911
1526 607 2222
898 362 912
615 466 906
949 479 1286
1147 580 2010
627 464 892
1580 581 2791
625 462 890
1581 582 2792
626 463 891
1512 788 2783
1610 350 2284
1699 460 1714
863 460 1699
1723 874 2193
1681 352 1685
869 485 1259
899 479 948
876 207 1252
629 470 886
884 185 1244
866 353 1275
1507 631 1796
1454 557 1856
691 499 1285
954 628 1276
1657 584 2229
894 187 1264
370 501 634
123 522 634
635 510 947
299 510 635
650 291 882
636 457 882
649 290 881
637 456 881
638 458 883
240 508 651
275 501 910
925 471 926
470 629 876
369 504 707
654 287 885
641 459 885
888 482 951
921 642 951
689 386 945
643 361 645
688 385 946
644 362 646
897 616 956
46 643 645
898 617 955
85 644 646
119 382 648
1175 478 1700
893 281 1212
478 647 648
623 462 1267
290 623 881
624 463 1266
291 624 882
622 464 1268
292 622 883
489 652 941
289 387 952
488 653 940
288 388 953
633 465 1280
287 633 885
646 483 711
359 495 655
645 484 710
358 496 656
657 485 903
662 466 915
192 502 658
377 525 658
635 477 659
299 635 659
660 471 916
639 471 977
363 486 661
284 497 661
713 486 978
466 621 915
944 363 976
208 615 906
168 384 664
293 515 903
674 490 970
374 507 665
673 487 969
373 506 666
667 474 944
661 497 976
668 367 895
367 489 895
669 368 896
969 487 1270
675 492 965
294 513 670
644 476 1247
288 653 671
643 475 1246
289 652 672
365 494 673
673 494 937
366 493 674
674 493 936
675 469 904
947 492 1274
652 489 961
676 468 934
653 488 960
677 467 933
2058 440 2277
1923 779 2751
720 493 973
366 507 679
721 494 974
365 506 680
372 491 681
18 503 681
370 522 682
125 659 682
369 640 683
469 675 683
1698 584 2283
2124 747 2163
669 472 685
368 669 685
668 473 686
367 668 686
922 691 1283
687 498 921
476 644 688
671 476 946
475 643 689
672 475 945
382 500 690
690 500 905
360 632 949
285 383 922
381 496 692
692 496 909
380 495 693
693 495 908
235 513 694
377 658 694
376 524 695
373 666 695
375 523 696
374 665 696
284 491 697
372 508 702
220 511 698
698 511 962
371 514 699
284 661 699
